shipment_id,shipping_method,shipping_cost,country
SHP-0018211,next_day,17.3,DE
SHP-0025280,next_day,22.42,DE
SHP-0000511,standard,7.06,DE
SHP-0006581,standard,7.06,DE
SHP-0010236,standard,7.06,DE
SHP-0016750,standard,7.06,DE
SHP-0022380,standard,7.06,DE
SHP-0025307,standard,7.06,DE
SHP-0003283,express,12.18,DE
SHP-0002262,standard,5.24,DE
SHP-0002735,standard,5.24,DE
SHP-0008402,standard,5.24,DE
SHP-0011132,standard,5.24,DE
SHP-0012718,standard,5.24,DE
SHP-0015117,standard,5.24,DE
SHP-0015848,standard,5.24,DE
SHP-0017361,standard,5.24,DE
SHP-0023338,standard,5.24,DE
SHP-0023510,standard,5.24,DE
SHP-0023548,standard,5.24,DE
SHP-0024318,standard,5.24,DE
SHP-0025818,standard,5.24,DE
SHP-0029503,express,10.36,DE
SHP-0014896,express,13.66,DE
SHP-0019083,express,13.66,DE
SHP-0026424,next_day,23.9,DE
SHP-0000686,economy,3.42,DE
SHP-0025266,economy,3.42,DE
SHP-0025937,economy,3.42,DE
SHP-0028516,economy,3.42,DE
SHP-0001059,standard,6.72,DE
SHP-0004735,standard,6.72,DE
SHP-0006773,standard,6.72,DE
SHP-0007047,standard,6.72,DE
SHP-0017464,standard,6.72,DE
SHP-0017886,standard,6.72,DE
SHP-0018019,standard,6.72,DE
SHP-0018650,standard,6.72,DE
SHP-0019125,standard,6.72,DE
SHP-0024675,standard,6.72,DE
SHP-0029675,standard,6.72,DE
SHP-0017617,express,11.84,DE
SHP-0009495,economy,4.9,DE
SHP-0016796,economy,4.9,DE
SHP-0017439,economy,4.9,DE
SHP-0022401,economy,4.9,DE
SHP-0013726,express,10.02,DE
SHP-0019407,express,10.02,DE
SHP-0009347,next_day,20.26,DE
SHP-0017885,next_day,23.56,DE
SHP-0009839,economy,3.08,DE
SHP-0019505,express,13.32,DE
SHP-0024261,express,13.32,DE
SHP-0001382,standard,6.38,DE
SHP-0006684,standard,6.38,DE
SHP-0007474,standard,6.38,DE
SHP-0008566,standard,6.38,DE
SHP-0011662,standard,6.38,DE
SHP-0018224,standard,6.38,DE
SHP-0021175,standard,6.38,DE
SHP-0021789,standard,6.38,DE
SHP-0025080,standard,6.38,DE
SHP-0027544,standard,6.38,DE
SHP-0028117,standard,6.38,DE
SHP-0029127,standard,6.38,DE
SHP-0020219,express,11.5,DE
SHP-0000261,express,14.8,DE
SHP-0013771,express,14.8,DE
SHP-0018914,economy,4.56,DE
SHP-0020345,economy,4.56,DE
SHP-0020947,economy,4.56,DE
SHP-0027373,economy,4.56,DE
SHP-0028232,next_day,23.22,DE
SHP-0002290,standard,7.86,DE
SHP-0017140,standard,7.86,DE
SHP-0023275,standard,7.86,DE
SHP-0024492,standard,7.86,DE
SHP-0026381,standard,7.86,DE
SHP-0016150,express,12.98,DE
SHP-0021393,express,12.98,DE
SHP-0001090,standard,6.04,DE
SHP-0004684,standard,6.04,DE
SHP-0011586,standard,6.04,DE
SHP-0013111,standard,6.04,DE
SHP-0014959,standard,6.04,DE
SHP-0017437,standard,6.04,DE
SHP-0021223,standard,6.04,DE
SHP-0025045,standard,6.04,DE
SHP-0001175,express,11.16,DE
SHP-0007195,express,11.16,DE
SHP-0000357,next_day,24.7,DE
SHP-0003638,economy,4.22,DE
SHP-0009702,express,14.46,DE
SHP-0013001,express,14.46,DE
SHP-0002465,standard,7.52,DE
SHP-0008573,standard,7.52,DE
SHP-0008971,standard,7.52,DE
SHP-0009683,standard,7.52,DE
SHP-0010172,standard,7.52,DE
SHP-0012206,standard,7.52,DE
SHP-0018861,standard,7.52,DE
SHP-0020281,standard,7.52,DE
SHP-0024944,standard,7.52,DE
SHP-0028889,standard,7.52,DE
SHP-0013021,express,12.64,DE
SHP-0018953,express,12.64,DE
SHP-0023546,express,12.64,DE
SHP-0005895,next_day,22.88,DE
SHP-0013507,next_day,22.88,DE
SHP-0001186,next_day,21.06,DE
SHP-0010634,next_day,21.06,DE
SHP-0003591,standard,5.7,DE
SHP-0004217,standard,5.7,DE
SHP-0007670,standard,5.7,DE
SHP-0008407,standard,5.7,DE
SHP-0012354,standard,5.7,DE
SHP-0013730,standard,5.7,DE
SHP-0019984,standard,5.7,DE
SHP-0021516,standard,5.7,DE
SHP-0022253,standard,5.7,DE
SHP-0004668,economy,3.88,DE
SHP-0010023,economy,3.88,DE
SHP-0016809,economy,3.88,DE
SHP-0027092,economy,3.88,DE
SHP-0010807,express,14.12,DE
SHP-0021866,next_day,19.24,DE
SHP-0005008,express,12.3,DE
SHP-0008173,express,12.3,DE
SHP-0020470,express,12.3,DE
SHP-0025028,next_day,17.42,DE
SHP-0000135,standard,7.18,DE
SHP-0001074,standard,7.18,DE
SHP-0001788,standard,7.18,DE
SHP-0002135,standard,7.18,DE
SHP-0004800,standard,7.18,DE
SHP-0006065,standard,7.18,DE
SHP-0008102,standard,7.18,DE
SHP-0012888,standard,7.18,DE
SHP-0016638,standard,7.18,DE
SHP-0018114,standard,7.18,DE
SHP-0018522,standard,7.18,DE
SHP-0021231,standard,7.18,DE
SHP-0022649,standard,7.18,DE
SHP-0024993,standard,7.18,DE
SHP-0025428,standard,7.18,DE
SHP-0026776,standard,7.18,DE
SHP-0005613,standard,5.36,DE
SHP-0011088,standard,5.36,DE
SHP-0011142,standard,5.36,DE
SHP-0018927,standard,5.36,DE
SHP-0028830,standard,5.36,DE
SHP-0012504,express,10.48,DE
SHP-0025426,express,10.48,DE
SHP-0029465,express,10.48,DE
SHP-0000348,economy,3.54,DE
SHP-0025502,economy,3.54,DE
SHP-0025990,economy,3.54,DE
SHP-0003680,express,13.78,DE
SHP-0023077,express,13.78,DE
SHP-0026307,next_day,18.9,DE
SHP-0022608,next_day,24.02,DE
SHP-0001107,standard,6.84,DE
SHP-0002073,standard,6.84,DE
SHP-0006901,standard,6.84,DE
SHP-0008424,standard,6.84,DE
SHP-0009017,standard,6.84,DE
SHP-0009554,standard,6.84,DE
SHP-0015004,standard,6.84,DE
SHP-0003279,standard,5.02,DE
SHP-0003546,standard,5.02,DE
SHP-0005801,standard,5.02,DE
SHP-0008007,standard,5.02,DE
SHP-0008647,standard,5.02,DE
SHP-0009909,standard,5.02,DE
SHP-0025862,standard,5.02,DE
SHP-0028166,standard,5.02,DE
SHP-0007430,express,10.14,DE
SHP-0022258,next_day,15.26,DE
SHP-0000624,express,13.44,DE
SHP-0015823,express,13.44,DE
SHP-0026396,economy,3.2,DE
SHP-0000400,standard,6.5,DE
SHP-0005152,standard,6.5,DE
SHP-0013241,standard,6.5,DE
SHP-0028729,standard,6.5,DE
SHP-0000910,express,14.92,DE
SHP-0021288,express,14.92,DE
SHP-0014527,next_day,23.34,DE
SHP-0004617,standard,7.98,DE
SHP-0006249,standard,7.98,DE
SHP-0008609,standard,7.98,DE
SHP-0016205,standard,7.98,DE
SHP-0016768,standard,7.98,DE
SHP-0019977,standard,7.98,DE
SHP-0021625,standard,7.98,DE
SHP-0022287,standard,7.98,DE
SHP-0023367,standard,7.98,DE
SHP-0026639,standard,7.98,DE
SHP-0021206,express,13.1,DE
SHP-0002925,standard,6.16,DE
SHP-0007201,standard,6.16,DE
SHP-0016735,standard,6.16,DE
SHP-0018218,standard,6.16,DE
SHP-0021328,standard,6.16,DE
SHP-0027982,standard,6.16,DE
SHP-0027991,standard,6.16,DE
SHP-0009740,express,11.28,DE
SHP-0013131,express,11.28,DE
SHP-0029302,express,11.28,DE
SHP-0012298,express,14.58,DE
SHP-0024789,express,14.58,DE
SHP-0006457,economy,4.34,DE
SHP-0016856,economy,4.34,DE
SHP-0017272,economy,4.34,DE
SHP-0003294,standard,7.64,DE
SHP-0008268,standard,7.64,DE
SHP-0009171,standard,7.64,DE
SHP-0010470,standard,7.64,DE
SHP-0011231,standard,7.64,DE
SHP-0020144,standard,7.64,DE
SHP-0005918,express,10.94,DE
SHP-0000548,next_day,16.06,DE
SHP-0021218,next_day,21.18,DE
SHP-0004639,standard,5.82,DE
SHP-0005228,standard,5.82,DE
SHP-0005768,standard,5.82,DE
SHP-0006626,standard,5.82,DE
SHP-0008110,standard,5.82,DE
SHP-0008387,standard,5.82,DE
SHP-0015512,standard,5.82,DE
SHP-0022818,standard,5.82,DE
SHP-0023871,standard,5.82,DE
SHP-0029130,standard,5.82,DE
SHP-0019742,next_day,24.48,DE
SHP-0023964,next_day,24.48,DE
SHP-0004080,economy,4,DE
SHP-0007423,economy,4,DE
SHP-0025015,economy,4,DE
SHP-0010187,express,14.24,DE
SHP-0006777,standard,7.3,DE
SHP-0011171,standard,7.3,DE
SHP-0016164,standard,7.3,DE
SHP-0018267,standard,7.3,DE
SHP-0021178,standard,7.3,DE
SHP-0022154,standard,7.3,DE
SHP-0022710,standard,7.3,DE
SHP-0023335,standard,7.3,DE
SHP-0023340,standard,7.3,DE
SHP-0028667,standard,7.3,DE
SHP-0000219,express,12.42,DE
SHP-0003760,express,12.42,DE
SHP-0007165,express,12.42,DE
SHP-0011054,express,12.42,DE
SHP-0009488,next_day,17.54,DE
SHP-0004631,next_day,22.66,DE
SHP-0003049,standard,5.48,DE
SHP-0006317,standard,5.48,DE
SHP-0009726,standard,5.48,DE
SHP-0013254,standard,5.48,DE
SHP-0015163,standard,5.48,DE
SHP-0015827,standard,5.48,DE
SHP-0017961,standard,5.48,DE
SHP-0022172,standard,5.48,DE
SHP-0028287,standard,5.48,DE
SHP-0012753,express,10.6,DE
SHP-0002742,next_day,15.72,DE
SHP-0010777,economy,3.66,DE
SHP-0025816,economy,3.66,DE
SHP-0028782,economy,3.66,DE
SHP-0029244,economy,3.66,DE
SHP-0010258,express,13.9,DE
SHP-0028504,express,13.9,DE
SHP-0025603,express,12.08,DE
SHP-0022755,next_day,17.2,DE
SHP-0002592,standard,6.96,DE
SHP-0007641,standard,6.96,DE
SHP-0010748,standard,6.96,DE
SHP-0011105,standard,6.96,DE
SHP-0015824,standard,6.96,DE
SHP-0023480,standard,6.96,DE
SHP-0024569,standard,6.96,DE
SHP-0003253,standard,5.14,DE
SHP-0012398,standard,5.14,DE
SHP-0017668,standard,5.14,DE
SHP-0023268,standard,5.14,DE
SHP-0028708,standard,5.14,DE
SHP-0011959,express,10.26,DE
SHP-0013331,next_day,15.38,DE
SHP-0021931,next_day,20.5,DE
SHP-0001156,express,13.56,DE
SHP-0014326,express,13.56,DE
SHP-0027521,next_day,23.8,DE
SHP-0008488,next_day,21.98,DE
SHP-0013648,standard,6.62,DE
SHP-0023617,standard,6.62,DE
SHP-0029108,standard,6.62,DE
SHP-0029996,standard,6.62,DE
SHP-0014613,express,11.74,DE
SHP-0024856,express,11.74,DE
SHP-0001830,next_day,16.86,DE
SHP-0021054,next_day,20.16,DE
SHP-0000354,standard,6.28,DE
SHP-0002279,standard,6.28,DE
SHP-0002930,standard,6.28,DE
SHP-0003057,standard,6.28,DE
SHP-0012434,standard,6.28,DE
SHP-0013908,standard,6.28,DE
SHP-0015444,standard,6.28,DE
SHP-0015574,standard,6.28,DE
SHP-0015770,standard,6.28,DE
SHP-0016300,standard,6.28,DE
SHP-0018105,standard,6.28,DE
SHP-0019488,standard,6.28,DE
SHP-0019951,standard,6.28,DE
SHP-0020292,standard,6.28,DE
SHP-0020522,standard,6.28,DE
SHP-0023000,standard,6.28,DE
SHP-0011875,express,11.4,DE
SHP-0027372,express,11.4,DE
SHP-0025554,next_day,16.52,DE
SHP-0019113,express,14.7,DE
SHP-0010929,next_day,19.82,DE
SHP-0007033,economy,4.46,DE
SHP-0000091,standard,7.76,DE
SHP-0002251,standard,7.76,DE
SHP-0007580,standard,7.76,DE
SHP-0012695,standard,7.76,DE
SHP-0014058,standard,7.76,DE
SHP-0014487,standard,7.76,DE
SHP-0016548,standard,7.76,DE
SHP-0017990,standard,7.76,DE
SHP-0021092,standard,7.76,DE
SHP-0022544,standard,7.76,DE
SHP-0023211,standard,7.76,DE
SHP-0024120,standard,7.76,DE
SHP-0025491,standard,7.76,DE
SHP-0026561,standard,7.76,DE
SHP-0005010,express,12.88,DE
SHP-0020006,express,12.88,DE
SHP-0007981,express,11.06,DE
SHP-0010971,next_day,16.18,DE
SHP-0002241,next_day,24.6,DE
SHP-0002269,economy,4.12,DE
SHP-0008369,economy,4.12,DE
SHP-0008953,express,14.36,DE
SHP-0014110,express,14.36,DE
SHP-0027002,express,14.36,DE
SHP-0000756,standard,7.42,DE
SHP-0001913,standard,7.42,DE
SHP-0002289,standard,7.42,DE
SHP-0009826,standard,7.42,DE
SHP-0011364,standard,7.42,DE
SHP-0012562,standard,7.42,DE
SHP-0012737,standard,7.42,DE
SHP-0014099,standard,7.42,DE
SHP-0021444,standard,7.42,DE
SHP-0026978,standard,7.42,DE
SHP-0007604,express,12.54,DE
SHP-0015694,express,12.54,DE
SHP-0024273,express,12.54,DE
SHP-0017599,next_day,17.66,DE
SHP-0004440,next_day,15.84,DE
SHP-0023516,next_day,15.84,DE
SHP-0001315,standard,5.6,DE
SHP-0003165,standard,5.6,DE
SHP-0006677,standard,5.6,DE
SHP-0018819,standard,5.6,DE
SHP-0028432,standard,5.6,DE
SHP-0003237,express,10.72,DE
SHP-0011983,express,10.72,DE
SHP-0017706,express,10.72,DE
SHP-0010145,next_day,24.26,DE
SHP-0007743,express,14.02,DE
SHP-0020155,express,14.02,DE
SHP-0000628,standard,7.08,DE
SHP-0003955,standard,7.08,DE
SHP-0013138,standard,7.08,DE
SHP-0019805,standard,7.08,DE
SHP-0021541,standard,7.08,DE
SHP-0023958,standard,7.08,DE
SHP-0004573,next_day,17.32,DE
SHP-0006035,next_day,17.32,DE
SHP-0017955,next_day,22.44,DE
SHP-0021678,next_day,22.44,DE
SHP-0013065,next_day,20.62,DE
SHP-0005075,standard,5.26,DE
SHP-0006000,standard,5.26,DE
SHP-0006107,standard,5.26,DE
SHP-0014930,standard,5.26,DE
SHP-0019349,standard,5.26,DE
SHP-0022958,standard,5.26,DE
SHP-0001791,express,10.38,DE
SHP-0004749,express,10.38,DE
SHP-0024003,express,10.38,DE
SHP-0019701,economy,3.44,DE
SHP-0004313,standard,6.74,DE
SHP-0008493,standard,6.74,DE
SHP-0015569,standard,6.74,DE
SHP-0017870,standard,6.74,DE
SHP-0019998,standard,6.74,DE
SHP-0028503,express,11.86,DE
SHP-0004319,economy,4.92,DE
SHP-0007711,economy,4.92,DE
SHP-0027696,economy,4.92,DE
SHP-0026520,express,10.04,DE
SHP-0002848,next_day,15.16,DE
SHP-0008914,next_day,15.16,DE
SHP-0013406,next_day,15.16,DE
SHP-0001592,express,13.34,DE
SHP-0028141,express,13.34,DE
SHP-0016463,next_day,18.46,DE
SHP-0010795,economy,3.1,DE
SHP-0018884,economy,3.1,DE
SHP-0003262,standard,6.4,DE
SHP-0004554,standard,6.4,DE
SHP-0018736,standard,6.4,DE
SHP-0029252,standard,6.4,DE
SHP-0005948,express,11.52,DE
SHP-0024146,next_day,19.94,DE
SHP-0016347,economy,4.58,DE
SHP-0019806,economy,4.58,DE
SHP-0003412,standard,7.88,DE
SHP-0008553,standard,7.88,DE
SHP-0012317,standard,7.88,DE
SHP-0012853,standard,7.88,DE
SHP-0015487,standard,7.88,DE
SHP-0017888,standard,7.88,DE
SHP-0021403,standard,7.88,DE
SHP-0026223,standard,7.88,DE
SHP-0028148,standard,7.88,DE
SHP-0028915,standard,7.88,DE
SHP-0002112,standard,6.06,DE
SHP-0002591,standard,6.06,DE
SHP-0002928,standard,6.06,DE
SHP-0004649,standard,6.06,DE
SHP-0008251,standard,6.06,DE
SHP-0022695,standard,6.06,DE
SHP-0023442,standard,6.06,DE
SHP-0025722,standard,6.06,DE
SHP-0027204,standard,6.06,DE
SHP-0006193,express,11.18,DE
SHP-0004170,express,14.48,DE
SHP-0007364,express,14.48,DE
SHP-0017471,express,14.48,DE
SHP-0027502,express,14.48,DE
SHP-0012707,economy,4.24,DE
SHP-0022730,economy,4.24,DE
SHP-0000670,standard,7.54,DE
SHP-0002955,standard,7.54,DE
SHP-0005039,standard,7.54,DE
SHP-0009079,standard,7.54,DE
SHP-0010040,standard,7.54,DE
SHP-0015377,standard,7.54,DE
SHP-0021463,standard,7.54,DE
SHP-0029393,standard,7.54,DE
SHP-0029678,standard,7.54,DE
SHP-0016338,express,12.66,DE
SHP-0016973,express,12.66,DE
SHP-0000865,express,10.84,DE
SHP-0002088,express,10.84,DE
SHP-0015399,express,10.84,DE
SHP-0025443,next_day,21.08,DE
SHP-0001751,standard,5.72,DE
SHP-0010903,standard,5.72,DE
SHP-0014795,standard,5.72,DE
SHP-0023108,standard,5.72,DE
SHP-0026996,standard,5.72,DE
SHP-0028339,standard,5.72,DE
